name,latitude,longitude,altitude_km,dist_from_equator,risk_level
INMARSAT 3-F1,-2.1353061909713213,-75.4987965041818,35881.33636569224,2.1353061909713213,Low
USA 119,-61.83481748043732,18.06881782142771,1592.167874760304,61.83481748043732,High
JAS-2 (FO-29),30.39786842449136,91.29993010420814,881.4252321292857,30.39786842449136,Medium
INMARSAT 3-F2,8.319751776725683,166.73660092892763,35838.227389889405,8.319751776725683,Low
INMARSAT 3-F3,-5.304117869199096,61.66682909440154,35862.20831779179,5.304117869199096,Low
NAVSTAR 43 (USA 132),-50.848905177468694,98.95438585982586,20332.608826259955,50.848905177468694,High
FORTE,-42.141294581079705,17.823369931521697,828.2269196045766,42.141294581079705,Medium
AMC-3,0.2948421872477917,-71.97485833953024,35798.609459624524,0.2948421872477917,Low
USA 134,-0.2126467506230651,-112.40764212055718,35797.24829879424,0.2126467506230651,Low
ORBCOMM FM06,-23.158786051575348,-66.28936290026829,744.3459848836901,23.158786051575348,Medium
INMARSAT 3-F5,-4.0196515067835445,-54.27949047198419,35805.32260545601,4.0196515067835445,Low
ORBCOMM FM04,29.866639659621722,153.9009712972249,798.6319965983006,29.866639659621722,Medium
CELESTIS-02 & TAURUS R/B,50.83498146957962,-41.847966433851845,781.800621089249,50.83498146957962,High
NOAA 15,-69.2081666971656,-109.30579494188873,826.3121276935552,69.2081666971656,High
TECHSAT 1B (GO-32),-8.47456634696004,0.17267327264513588,814.5112789701549,8.47456634696004,Low
ORBCOMM FM19,-14.030189435864484,-117.10292752847805,767.2796606436161,14.030189435864484,Medium
ORBCOMM FM20,-26.2307417373171,110.84463776206717,772.770733081701,26.2307417373171,Medium
ORBCOMM FM27,20.895279199616635,145.52491740303248,763.4794813711327,20.895279199616635,Medium
SCD 2,-21.35247455133848,-162.11796270090176,755.519816770582,21.35247455133848,Medium
ISS (ZARYA),25.90483995294145,-173.41644462086748,417.00215814458033,25.90483995294145,Medium
SWAS,-12.075921000380845,-26.443311829004244,551.573584854746,12.075921000380845,Medium
SKYNET 4E,-9.64355507046718,-0.639545527238329,35793.73321754465,9.64355507046718,Low
DLR-TUBSAT,12.977468637997408,179.37509768797247,711.5980322832391,12.977468637997408,Medium
CXO,35.97223865950503,-46.40281507941675,142805.49143148304,35.97223865950503,Medium
ABS-6,0.017096178627757298,158.99848672787147,35772.86471173197,0.017096178627757298,Low
NAVSTAR 46 (USA 145),-31.769823269176637,-156.91327443210776,20033.843604231537,31.769823269176637,Medium
UFO 10 (USA 146),-9.692893552855065,-23.07734540160022,35792.43208999825,9.692893552855065,Low
ORBCOMM FM32,20.098871443644796,-158.73786920192134,767.0470453028292,20.098871443644796,Medium
XMM-NEWTON,-48.35281758750157,179.54764049231554,89064.80188333179,48.35281758750157,Medium
TERRA,33.56554322812575,85.95896155315468,696.3332812230377,33.56554322812575,Medium
USA 148,2.5023083740934693,89.96804100617186,36038.74686531373,2.5023083740934693,Low
ASIASTAR,0.12620202157199661,104.99660525764658,35767.65155368431,0.12620202157199661,Low
IMAGE,9.242011421542598,172.57627349125275,38596.94716526135,9.242011421542598,Low
USA 149 (DSP 20),8.594567370948363,-164.60216979779202,35781.83980512061,8.594567370948363,Low
NAVSTAR 47 (USA 150),14.896599366692849,87.37964703167066,20262.62712853987,14.896599366692849,Medium
TDRS 8,8.296360536078959,119.35222439329608,35912.13247287833,8.296360536078959,Low
NAVSTAR 48 (USA 151),-30.41713081615277,116.5009466521283,20129.088897549067,30.41713081615277,Medium
CLUSTER II-FM7 (SAMBA),35.90461744309019,-28.473284297548823,58469.80227682908,35.90461744309019,Medium
INTELSAT 9 (IS-9),-4.552853571110269,66.56663483772275,35775.43646800209,4.552853571110269,Low
CLUSTER II-FM5 (RUMBA),23.04773476413712,-9.452612700411441,117284.5775760044,23.04773476413712,Medium
CLUSTER II-FM8 (TANGO),15.473554304977794,30.64806201634169,97259.75534298814,15.473554304977794,Medium
NSS-11,0.8705141177841521,176.01653117576092,35778.07183876219,0.8705141177841521,Low
USA 153,8.86672116105675,133.91808119635152,35781.79915485346,8.86672116105675,Low
AMC-6,0.0623422748286995,-134.98486819143415,35783.51802518044,0.0623422748286995,Low
NAVSTAR 49 (USA 154),27.52571466364505,-49.096979599729295,20380.09512084641,27.52571466364505,Medium
ODIN,-64.98595702966401,29.699478416693786,475.17939738795246,64.98595702966401,High
USA 157 (MILSTAR-2 2),6.283479352445129,-149.79699483702004,35647.702699016976,6.283479352445129,Low
BSAT-2A,-5.166838162476383,-56.05289124321618,36088.6057895425,5.166838162476383,Low
INTELSAT 10 (IS-10),-5.156005380893719,66.34235294047086,35773.09331756553,5.156005380893719,Low
OMNI-M1,-35.63943143493377,-32.3465256974332,10590.247933075132,35.63943143493377,Medium
USA 159 (DSP 21),-11.663473494756493,-49.668756854799604,35783.96683407253,11.663473494756493,Medium
INTELSAT 902 (IS-902),-1.031029063537449,-50.2406217576288,35804.82566327668,1.031029063537449,Low
PCSAT (NO-44),45.51200780335432,-163.46255781577545,795.1402040191041,45.51200780335432,Medium
PROBA-1,25.566880849452783,-170.0734638610281,548.3639295806147,25.566880849452783,Medium
TIMED,-72.28274533597897,-169.74557204597522,611.0111209952516,72.28274533597897,High
MAROC-TUBSAT,12.365310239253732,5.565317953547917,986.0714558504956,12.365310239253732,Medium
COSMOS 2385,9.381749528145773,141.89967670319874,1417.5547546491232,9.381749528145773,Low
COSMOS 2386,2.842342016469123,-45.14197165605754,1418.6828189098783,2.842342016469123,Low
USA 164 (MILSTAR-2 3),-8.003089192617352,18.48091412073828,35549.915716409894,8.003089192617352,Low
INTELSAT 904 (IS-904),-3.418803220949871,-29.647949128317492,35796.38385646127,3.418803220949871,Low
AQUA,-81.23629172227213,-91.18195003669994,718.6820603965956,81.23629172227213,High
DIRECTV 5 (TEMPO 1),3.087695700488134,-110.02420665868765,35794.14287261654,3.087695700488134,Low
INTELSAT 905 (IS-905),5.5774090744894,-137.0910433844991,35789.049853289165,5.5774090744894,Low
GALAXY 3C (G-3C),1.7491402244225722,-94.77815108362569,35788.05817458117,1.7491402244225722,Low
COSMOS 2390,38.17627143749394,74.49133772218369,1508.1740047954527,38.17627143749394,Medium
COSMOS 2391,-5.7276772911364136,-103.6509477515941,1469.0909149708516,5.7276772911364136,Low
INTELSAT 906 (IS-906),-3.993833441623448,64.19670991666513,35777.68211131608,3.993833441623448,Low
TDRS 10,-6.494467485413675,-48.31039203239273,35763.80858327831,6.494467485413675,Low
LATINSAT B,-58.31060051044578,-134.67651049128432,669.1920153281703,58.31060051044578,High
SAUDISAT 1C (SO-50),62.476376418381804,-1.2205626872432216,657.5137198369438,62.476376418381804,High
LATINSAT A,-50.43960265598869,-63.8199496594459,620.0137602089999,50.43960265598869,High
NIMIQ 2,4.54373160340411,-108.89016017430428,35804.06016735344,4.54373160340411,Low
CORIOLIS,22.11731896790701,33.56467613395729,821.9358387017887,22.11731896790701,Medium
SORCE,-34.38879609726254,-147.14835521840354,566.2395097327086,34.38879609726254,Medium
NAVSTAR 51 (USA 166),-2.9600916291693466,-90.03747721808796,19956.193086547733,2.9600916291693466,Low
USA 167,5.182309225747921,-121.35165472081822,35795.13054435502,5.182309225747921,Low
NAVSTAR 52 (USA 168),-14.373711176128072,-151.81116097176823,26260.91670697521,14.373711176128072,Medium
USA 169 (MILSTAR-2 4),11.554090953172818,152.95680140364797,35620.09636075915,11.554090953172818,Medium
ASIASAT 4,1.5978012211130257,147.5218917503154,35777.90949514733,1.5978012211130257,Low
HELLAS-SAT 2,-5.303584756776774,-10.20371924713752,35796.33367086363,5.303584756776774,Low
THURAYA-2,-4.31553843228822,44.226256858538626,35757.632560286256,4.31553843228822,Low
OPTUS C1,3.8124938829314146,155.60189431285372,35765.5781562831,3.8124938829314146,Low
MOST,10.655887869887275,-151.31475501451828,826.929021045234,10.655887869887275,Medium
CUTE-1 (CO-55),-69.33007546089382,6.959769432559205,835.4437374131988,69.33007546089382,High
CUBESAT XI-IV (CO-57),23.71678364154034,34.511903720255575,812.2815261119827,23.71678364154034,Medium
GALAXY 23 (G-23),2.1144841922326756,-125.8389760802933,35850.513972490575,2.1144841922326756,Low
SCISAT 1,-23.33236778530908,-132.78412124712997,629.8053509157107,23.33236778530908,Medium
COSMOS 2400,0.6340821594734674,-113.94725001530519,1502.33018853561,0.6340821594734674,Low
COSMOS 2401,69.6329086704028,41.75827803883839,1480.6086037954926,69.6329086704028,High
USA 170,-9.091538175553403,24.501778148182076,35787.811707785964,9.091538175553403,Low
MOZHAYETS 4 (RS-22),-81.35393942927715,85.07527120784926,683.9826200961854,81.35393942927715,High
LARETS,-20.29036444130076,-4.054832376591821,695.8388592439214,20.29036444130076,Medium
GALAXY 13 (HORIZONS-1),0.4363673720276665,-149.98801057700587,35787.72440131911,0.4363673720276665,Low
IRS-P6 (RESOURCESAT-1),-52.17703236363925,-98.15602999332137,779.6204626016774,52.17703236363925,High
DMSP 5D-3 F16 (USA 172),56.72169004723604,52.14358130706815,848.0422312001676,56.72169004723604,High
CHUANGXIN 1 (CX-1),65.75869619027245,-67.55891732996682,746.4604374055231,65.75869619027245,High
YAMAL 202,3.889473791415936,163.39123570226798,35775.71982605089,3.889473791415936,Low
UFO 11 (USA 174),-0.3020159165354244,75.63695016863583,35780.37725844474,0.3020159165354244,Low
NAVSTAR 53 (USA 175),-5.145071470520261,-97.00077902017298,20907.31117093945,5.145071470520261,Low
USA 176 (DSP 22),11.385887743786562,150.42645743071017,35561.9148442465,11.385887743786562,Medium
ABS-4 (MOBISAT-1),-4.30000707368921,61.08750260535,35774.48177816792,4.30000707368921,Low
EUTELSAT 7A,4.769705450424839,-139.1434917796722,35782.87744122817,4.769705450424839,Low
NAVSTAR 54 (USA 177),19.258303906663922,138.89257438319092,19902.458833417968,19.258303906663922,Medium
SHIYAN-1 (SY-1),30.602987256537332,78.17397689448264,500.30664860798953,30.602987256537332,Medium
AMC-11,-0.019955743753321254,-111.07875328175898,35794.78308480826,0.019955743753321254,Low
INTELSAT 10-02,-0.021496429328118783,-1.000062490658247,35787.36793564764,0.021496429328118783,Low
NAVSTAR 55 (USA 178),-22.40234254604844,127.03311561029635,19871.576234505865,22.40234254604844,Medium
APRIZESAT 2,-3.9252840382198175,25.72925799231799,730.6627834495237,3.9252840382198175,Low
SAUDICOMSAT 1,81.33999745757887,117.9574327778183,698.8714470201762,81.33999745757887,High
SAUDICOMSAT 2,-7.376221454576402,-159.65931116112608,702.3117151996339,7.376221454576402,Low
SAUDISAT 2,34.62966954170499,14.255661982038339,723.1385578666983,34.62966954170499,Medium
APRIZESAT 1,-80.85497312990474,-51.41933667558771,732.7750044870747,80.85497312990474,High
AURA,-74.86665161921734,-60.259820223948935,720.228552746955,74.86665161921734,High
ANIK F2,1.9481523725051917,-111.04803611314345,35802.31176051449,1.9481523725051917,Low
COSMOS 2407,-68.75893777320218,14.884414179767534,996.0379972400051,68.75893777320218,High
SHIJIAN-6 01A (SJ-6 01A),12.967094767151693,-137.1414639365871,529.9255441638547,12.967094767151693,Medium
SHIJIAN-6 01B (SJ-6 01B),76.20752299447435,73.20515865842185,571.0794784326159,76.20752299447435,High
COSMOS 2408,-45.194827401901435,-125.82805897982378,1493.0822336342385,45.194827401901435,Medium
COSMOS 2409,-68.3459282382626,84.14233558933893,1517.3323898171695,68.3459282382626,High
AMC-15,-0.004399506222162772,-105.0296803367217,35795.76890080286,0.004399506222162772,Low
JB-3 3 (ZY 2C),36.25712643689842,1.4097963812490149,506.91671574629163,36.25712643689842,Medium
NAVSTAR 56 (USA 180),-27.76634974883273,-136.52826397329184,20176.37238026446,27.76634974883273,Medium
SWIFT,18.233657826478122,-146.8978316177312,451.56618435626103,18.233657826478122,Medium
NANOSAT-1,-6.553378278717149,145.49890282448018,638.8070314376184,6.553378278717149,Low
COSMOS 2414,-18.82205543417562,5.601767767949073,917.7098968872527,18.82205543417562,Medium
NSS-10,-2.3819985780305983,-37.56774391530678,35797.85200189987,2.3819985780305983,Low
XTAR-EUR,-3.3604080667165093,28.930874250174497,35784.297654044945,3.3604080667165093,Low
XM-3 (RHYTHM),-0.01804244040370416,-86.3553113545478,35786.38580641726,0.01804244040370416,Low
INMARSAT 4-F1,4.690929089687061,178.16020086888662,35777.93384776511,4.690929089687061,Low
IRS-P5 (CARTOSAT-1),-68.21533149608548,37.62234539668355,625.0994834016054,68.21533149608548,High
NOAA 18,-23.71452453097755,97.98622117252927,853.1030815278818,23.71452453097755,Medium
DIRECTV 8,-0.02204511622871548,-119.01155259935777,35792.288485328856,0.02204511622871548,Low
GALAXY 28 (G-28),1.3006056364728722,-88.65042954462284,35791.63674541147,1.3006056364728722,Low
SJ-7,64.5749642203313,55.2286957878822,539.5240525250456,64.5749642203313,High
THAICOM 4,0.03851639904387747,119.49236850018883,35774.52793617095,0.03851639904387747,Low
REIMEI (INDEX),12.866156812967231,-55.67062427243886,548.646696564609,12.866156812967231,Medium
ANIK F1R,2.579626000075084,-107.21855958668773,35796.29128883747,2.579626000075084,Low
NAVSTAR 57 (USA 183),0.243992985506487,150.25072544092413,20302.333655000813,0.243992985506487,Low
SYRACUSE 3A,-3.6272770176916005,21.74230058119322,35786.46068153607,3.6272770176916005,Low
BEIJING 1,60.42944773599919,-44.9315500179784,686.0950642890474,60.42944773599919,High
SINAH 1,44.454078225716074,158.9035337207773,693.8003589125557,44.454078225716074,Medium
CUBESAT XI-V,-59.898862176468796,1.1518631094198006,671.6876048242171,59.898862176468796,High
INMARSAT 4-F2,3.9252653176056005,143.41533200660095,35775.528104745805,3.9252653176056005,Low
COSMOS 2416,-82.49468906502823,141.3588374589394,1464.8225659520776,82.49468906502823,High
METEOSAT-9 (MSG-2),-6.901335089291911,45.98509887817592,35781.21508821345,6.901335089291911,Low
EUTELSAT 174A,2.544484838618478,174.02062491681522,35769.81904605536,2.544484838618478,Low
ECHOSTAR 10,-0.025803250617182458,-110.18953246809448,35795.87924199711,0.025803250617182458,Low
SPAINSAT,0.002885450019843729,-30.004245396895982,35797.1468109284,0.002885450019843729,Low
EUTELSAT HOTBIRD 13E,0.08440263579047746,-53.085313565920906,36344.06750152037,0.08440263579047746,Low
JCSAT-5A,0.023584788272276704,132.05226977782416,35777.01671918485,0.023584788272276704,Low
ASTRA 1KR,0.06267464054094496,19.167435700015925,35789.216307553885,0.06267464054094496,Low
EROS B,55.9653879711195,146.4815706483661,454.6004988484541,55.9653879711195,High
EWS-G1 (GOES 13),3.110834183543255,-118.0772723169902,36425.428640285965,3.110834183543255,Low
RESURS-DK 1,14.984518480223308,80.13311080577016,532.370959231646,14.984518480223308,Medium
GALAXY 16 (G-16),0.008923503189878133,-98.98599758287031,35795.17718407237,0.008923503189878133,Low
GENESIS 1,36.307529342430236,-152.7392945971441,296.78913554612467,36.307529342430236,Medium
ARIRANG-2 (KOMPSAT-2),28.61728992565057,35.610406652589795,691.1093266865078,28.61728992565057,Medium
EUTELSAT HOTBIRD 13B,-0.685646672628259,33.05774715440575,35785.07094125498,0.685646672628259,Low
JCSAT-3A,0.02464562373661917,127.99416072408039,35775.814737302906,0.02464562373661917,Low
SYRACUSE 3B,-1.6223076337954023,3.2709025136674224,35790.91048324282,1.6223076337954023,Low
KOREASAT 5 (MUGUNGWHA 5),-0.2220002706354796,113.04288497611233,35780.066667026076,0.2220002706354796,Low
HINODE (SOLAR-B),61.12161431771195,53.65647742932818,676.4980663915084,61.12161431771195,High
NAVSTAR 58 (USA 190),54.064175231105025,-73.94542200083183,19966.412159581305,54.064175231105025,High
DIRECTV 9S,1.0761878645198941,-101.16214058337991,35795.903756819294,1.0761878645198941,Low
OPTUS D1,0.9074491950750357,151.97900109921483,35770.72964869972,0.9074491950750357,Low
SHIJIAN-6 02A (SJ-6 02A),-54.188675975678294,-113.18910398061648,552.1018423670106,54.188675975678294,High
SHIJIAN-6 02B (SJ-6 02B),-54.588831938468644,39.03665602105967,586.3409368326921,54.588831938468644,High
DMSP 5D-3 F17 (USA 191),75.63963076956463,68.29634708129727,851.2623394117518,75.63963076956463,High
BADR-4,-1.017334265469004,26.193183033784685,35781.32142922046,1.017334265469004,Low
NAVSTAR 59 (USA 192),36.1428917666314,60.37525801610606,20031.366659596602,36.1428917666314,Medium
WILDBLUE-1,1.5536677952827553,-111.158306916897,35791.18067678293,1.5536677952827553,Low
LAPAN-TUBSAT,-29.508602436189513,4.319484230468214,627.1662610695254,29.508602436189513,Medium
THEMIS A,-2.792038265442878,116.50795113413864,70352.50607139373,2.792038265442878,Low
SKYNET 5A,-1.835915341142976,95.2592727266712,35772.92322294313,1.835915341142976,Low
THEMIS D,-0.8908003209403635,118.04587652142209,66966.84192963995,0.8908003209403635,Low
THEMIS E,0.10562521061496483,121.31363392872078,70489.26740549096,0.10562521061496483,Low
ANIK F3,0.197355599535111,-118.68204933507494,35791.28889895474,0.197355599535111,Low
HAIYANG-1B,-36.61980447327178,-159.24494020031008,804.0795863912983,36.61980447327178,Medium
SAUDISAT 3,73.27604335640768,120.6982087469574,671.2763348443086,73.27604335640768,High
SAUDICOMSAT 7,-81.43640468342188,-119.53961003909062,666.3331402201001,81.43640468342188,High
SAUDICOMSAT 6,81.64862638937186,74.8926593512381,660.6302874862223,81.64862638937186,High
SAUDICOMSAT 5,-47.96591431241397,-23.150196592049006,655.3864287700942,47.96591431241397,Medium
SAUDICOMSAT 3,0.05397530372990749,166.7198153267306,689.2361256070325,0.05397530372990749,Low
SAUDICOMSAT 4,28.649310580446308,159.1892143659433,651.7622286994826,28.649310580446308,Medium
ASTRA 1L,-0.3454427915270098,19.34135271600677,35787.51857158831,0.3454427915270098,Low
GALAXY 17 (G-17),1.0471366938245057,-84.95309570012844,35792.52616689485,1.0471366938245057,Low
YAOGAN-2,39.30788334697764,-128.31686322065065,630.8524255361375,39.30788334697764,Medium
GLOBALSTAR M069,51.18587148387993,-14.642346704535298,1583.0555357477942,51.18587148387993,High
GLOBALSTAR M072,-44.288474817185254,-75.1003180217726,1733.7082292130176,44.288474817185254,Medium
COSMO-SKYMED 1,81.3194389718622,-88.67531119332087,607.3694241563445,81.3194389718622,High
TERRASAR-X,-70.08441530058288,-128.53613684424755,535.6518151504965,70.08441530058288,High
GENESIS 2,42.3260344791859,-104.26992457690274,354.1411155379601,42.3260344791859,Medium
COSMOS 2428,-69.00938126224635,-16.630151098636375,871.0263265034322,69.00938126224635,High
ZHONGXING-6B,-0.34538683422650074,113.43711055128188,35776.51389487298,0.34538683422650074,Low
DIRECTV 10,-0.020710739973599117,-102.80058192395363,35786.201994612595,0.020710739973599117,Low
WORLDVIEW-1 (WV-1),-39.63790999916441,-31.25507531171088,510.6891530415811,39.63790999916441,Medium
OPTUS D2,0.5928861762902713,160.4711261497712,35776.567394158556,0.5928861762902713,Low
INTELSAT 11 (IS-11),-0.9429207137592274,-33.64635843216198,36142.493132250216,0.9429207137592274,Low
WGS F1 (USA 195),-0.023399011317062787,-42.52783896618122,35787.76655124371,0.023399011317062787,Low
NAVSTAR 60 (USA 196),-53.81754959362314,51.54025813558771,20620.05240737369,53.81754959362314,High
GLOBALSTAR M066,-16.267044879609934,77.75737097126454,1532.19551975809,16.267044879609934,Medium
COSMOS 2433 [GLONASS-M],-51.27719886610263,-135.21556735175767,19145.382872406026,51.27719886610263,High
COSMOS 2432 [GLONASS-M],-3.5086376749739108,-167.61079162340857,19149.132963472053,3.5086376749739108,Low
SAR-LUPE 3,-9.471530564637282,-10.929218726309527,374.72685415833314,9.471530564637282,Low
YAOGAN-3,13.07329142136436,-131.20313462150142,603.9845805418925,13.07329142136436,Medium
SKYNET 5B,-4.288288808100806,25.05158637115196,35786.43979096274,4.288288808100806,Low
ASTRA 4A,-0.020263928853349333,4.769229236535473,35790.5490370822,0.020263928853349333,Low
COSMO-SKYMED 2,6.255056478795193,25.549551586736865,624.88670835403,6.255056478795193,Low
RADARSAT-2,18.110948696802584,-153.15866528916436,793.872238509664,18.110948696802584,Medium
NAVSTAR 61 (USA 199),31.59581931155707,-3.5467215319668988,20223.363742993955,31.59581931155707,Medium
HORIZONS-2,0.5708963323141393,-73.77328593823903,35794.70868185074,0.5708963323141393,Low
COSMOS 2434 [GLONASS-M],43.64083212720249,39.47921408452358,19136.037306837752,43.64083212720249,Medium
COSMOS 2436 [GLONASS-M],-63.65831204779952,142.66198377324042,19154.08123603044,63.65831204779952,High
THURAYA-3,1.9908223655547002,98.40193305865692,35776.38092601028,1.9908223655547002,Low
THOR 5,0.02163070581303968,-0.773313734626937,35791.33706358086,0.02163070581303968,Low
AMC-14,-17.69455735890928,20.291206296586108,35683.08649526684,17.69455735890928,Medium
NAVSTAR 62 (USA 201),-21.61413857174101,-169.38205338546217,20176.359480890646,21.61413857174101,Medium
DIRECTV 11,0.005955054426958623,-99.20707285077498,35786.423033935425,0.005955054426958623,Low
ICO G1,-0.7844628877007046,-92.87654256545254,35793.54115646019,0.7844628877007046,Low
VINASAT-1,0.03255687874774423,131.9503133424886,35779.22494463506,0.03255687874774423,Low
STAR ONE C2,0.026974601829457566,-64.98787609453365,35799.059491796026,0.026974601829457566,Low
CARTOSAT-2A,-71.43802708335465,53.80121330768691,652.925606816292,71.43802708335465,High
CUTE-1.7+APD II (CO-65),33.57901419601025,-1.2604470841880708,554.7213417546235,33.57901419601025,Medium
CANX-2,-15.462950577882562,174.31713551523785,574.2375488845323,15.462950577882562,Medium
SEEDS II (CO-66),-53.76802579873548,-166.95468250088967,533.6945098043944,53.76802579873548,High
AMOS-3,-0.04069396973916097,-4.109391297450291,35785.848207311035,0.04069396973916097,Low
GALAXY 18 (G-18),-0.024552413061257692,-122.98499752725259,35791.044971728654,0.024552413061257692,Low
YUBILEINY (RS-30),26.989424286585123,-86.50550732970329,1481.777138618224,26.989424286585123,Medium
COSMOS 2437,29.688971483360028,87.28596479787882,1496.8509561133747,29.688971483360028,Medium
COSMOS 2438,54.96294936952542,-82.04227257751374,1484.68944559869,54.96294936952542,High
COSMOS 2439,-23.987885448982425,95.21749559912182,1517.4336403580762,23.987885448982425,Medium
FENGYUN 3A,-34.04888203125557,152.01056427672307,846.202457889589,34.04888203125557,Medium
ZHONGXING-9,0.037812083821539666,92.15305594460618,35772.73181029508,0.037812083821539666,Low
FGRST (GLAST),-24.947385470106894,-123.88713136394324,502.01343487120755,24.947385470106894,Medium
SKYNET 5C,-1.7770734822815912,-17.886139119562273,35802.64342920898,1.7770734822815912,Low
TURKSAT 3A,-0.060517248412791366,41.91944295267828,35781.744552000186,0.060517248412791366,Low
INTELSAT 25 (IS-25),-0.6515854524063514,-31.559925247411027,35800.90740741511,0.6515854524063514,Low
ECHOSTAR 11,0.010106958696302381,-109.98989965635235,35795.17433310863,0.010106958696302381,Low
SUPERBIRD-C2,0.3964932062337983,143.94291643919595,35784.384309563415,0.3964932062337983,Low
AMC-21,1.8734586133719682,-124.85182808073147,35790.92287622822,1.8734586133719682,Low
INMARSAT 4-F3,-0.7046128337606874,-98.0115142367821,35794.42125070754,0.7046128337606874,Low
HUANJING 1A (HJ-1A),9.884761845758778,20.053005491938247,628.2715529600379,9.884761845758778,Low
HUANJING 1B (HJ-1B),12.00260545348756,-158.77444936106386,605.7302306677489,12.00260545348756,Medium
GEOEYE 1,11.287857979633912,-85.5539350454673,682.4858559226974,11.287857979633912,Medium
NIMIQ 4,-0.01573186799838115,-81.99754482621167,35794.42932698725,0.01573186799838115,Low
GALAXY 19 (G-19),-0.00697109291663176,-96.98313021986017,35796.13094172835,0.00697109291663176,Low
THEOS,-55.34535776403584,-81.70617205980825,847.1068007575166,55.34535776403584,High
SHIJIAN-6 03A (SJ-6 03A),-59.93416691726445,-127.8769573314607,553.956321132135,59.93416691726445,High
